audio_file|text|speaker_name
wavs/audio_25.wav|Sũ-noog rãmb la sẽn zoet-b b taab nimbãanega, tɩ b na n zoee bãmb me nimbãanega. 8  Sũ-noog rãmb la pʋ-peelem dãmba tɩ b na n yãee Wẽnnaam. 9Sũ-noog rãmb la sẽn mi-b sugri, tɩ b na n boola bãmb tɩ Wẽnd kamba. 10  Sũ-noog rãmba la sẽn sakd-b namsgo b tʋʋm sõma yĩnga, tɩ Wẽnd Rĩunga yaa bãmb soolem. 11  Yãmb la sũ-noog rãmba b sã n wa tʋʋsd-y la b namsd-y la b rõt-y rõadg buud fãa mam tũudma yĩnga.|99
wavs/audio_26.wav|Noog-y y sũuri la y kɩdem tɩ y pʋɩɩr na n yɩɩ kãseng arzãna. Ad-y yɩɩ boto la bãngdba nams pĩnda.|99
wavs/audio_27.wav|Yãmb yaa mooga yamsem. Yamsem sã n sãbge, bõe n tõe n le wa ne a noosem? A ka le be yõod ye la a sẽn tog yaa b lob-a yɩnga tɩ neb tabe. 14  Yãmb yaa dũni vẽenem; tẽng sẽn zao tãng zug ka tõe n solg a meng ye. 15 Fitil ka widigdi n dɩk koglg n lill-a ye, b ningd-a la zĩig ninga a sẽn na n tõog n kõ zaka rãmb vẽenem. 16 Woto me yãmb vẽenema tog n yãga y taab nini tɩ b yãe y tʋʋm sõma n tõog n pẽg y Ba sẽn be arzãna. 17Da ning-y y yamẽ tɩ m waame n na n sɛɛs Noora ne bãngdbã sẽn wilga ye; m waame n na n maneg n baase. 18|99
wavs/audio_28.wav|Sɩd-sɩda m yet-y lame tɩ gomde, gomd pɛdg meng kõn zĩnd Wẽnnaam noora pʋgẽ n pa taase tɩ saaga la tẽnga ket n be b zĩigẽ ye. 19Dɩlla ned ning fãa sẽn na n tõdg-a, ba noor sẽn ya bilfu, Wẽnnaam noya sʋka la a wilg a taab tɩ b tõdg wa yẽnda, b na ges yẽ soab me wa nin-bila, Wẽnd Rĩunga pʋgẽ. Ned ninga sẽn na n deeg-ba la a zãms a taab tɩ b maan wa yẽ, b na ges yẽ soab wa nin-kãsenga Wẽnnaam Rĩunga pʋgẽ.|99
wavs/audio_29.wav|Fo sã n seg f zabd-n-taaga, bɩ f ning pãng tɩ y zems taaba sora zugu, sã n ka rẽ a wat n bool-f la bʋʋdo tɩ bʋʋda soab paalg-f ne gũudã, tɩ gũuda yõk fo n pag roogo. 26Sɩd-sɩda, mam yet-f lame tɩ f kõn tõog n yi roogã, samd pɛdg meng sã n ket f zug ye.|99
wavs/audio_30.wav|Yãmb wʋmame tɩ b yeelame: Da ro f to pag ye. 28La mam yet-y lame: Ned ninga sẽn gesa a to pag ne raabo, a soab zoe n yoo ne-a a sũurẽ. 29 F rɩtg nif sã n kʋɩɩbd-fo, bɩ f kɩdg-a n lob yɩɩga; fo yĩnga wilg a ye bõne, são yĩnga tõr sẽn na n lob bugmẽ. 30 F nug rɩtg sã n kʋɩɩbd-fo, bɩ f kʋʋg-a n lob yɩɩga; fo yĩnga wilg a ye bõne, são yĩnga tõr sẽn na n lʋɩ bugmẽ.|99
wavs/audio_31.wav|B yeelame yɛsa: Ned ninga sẽn yiisa pag tog n kõ-a-la a rigb sebre. 32 Mam yet-y lame tɩ sã n ka pagã n bao ned a to, ned ninga sẽn yiis-a wã wilgd-a-la yoob sore. Ned ninga me sẽn na n dɩk pʋg kãnga, yaa yoob la a maanda. 33  Yãmb le wʋma b sẽn yeel pĩnd dãmbã: Da sãam f pʋlong ye, la pids kãabg ning fãa f sẽn kãab Soaalã. 34 Mam yet-y lame: da wẽen ba bilfu, da wẽen ne yĩngr tɩ yaa Wẽnd zaoore.|99
wavs/audio_32.wav|Da wẽen ne tẽnga tɩ yaa Wẽnd nao palgr zĩiga. Da wẽen ne Zerizalɛɛm tɩ yaa Na-kãseng tẽnga. 36Da wẽen ne f zugu tɩ f ka tõe tɩ f zoobg a ye pelg bɩ sob ye. 37Y sã n tog n leok tɩ N-yẽe! Bɩ y leok tɩ N-yẽe! Sã n tog n leok tɩ Ayoo! Bɩ yɩ Ayoo! Sẽn zʋʋg rẽ yita yam-beeda soab nengẽ.|99
wavs/audio_33.wav|Da wẽen ne tẽnga tɩ yaa Wẽnd nao palgr zĩiga. Da wẽen ne Zerizalɛɛm tɩ yaa Na-kãseng tẽnga. 36Da wẽen ne f zugu tɩ f ka tõe tɩ f zoobg a ye pelg bɩ sob ye. 37Y sã n tog n leok tɩ N-yẽe! Bɩ y leok tɩ N-yẽe! Sã n tog n leok tɩ Ayoo! Bɩ yɩ Ayoo! Sẽn zʋʋg rẽ yita yam-beeda soab nengẽ.|99
wavs/audio_34.wav|Yãmb wʋmame tɩ b yeela pĩnda: Nong f zoa la f kisg f bɛyã. 44Mam yet-y lame: nong-y y bɛɛba la pʋʋs-y sẽn namsd-b yãmba yĩnga. 45Woto yãmb na n yɩɩ Ba ning sẽn be-a arzãna kamba, tɩ b basda b wĩndg t'a pukd nin-sõma la nin-wẽnse, la b basda b saaga t'a niid nin-sõma la nin-wẽns yĩnga. 46Yãmb sã n nong sẽn nong-b yãmb bala, bõe rolb la y na n le gũ yɛsa? Sẽn deesd-b fadga ka maan dẽ sɩda? 47Yãmb sã n pʋʋsd y saam-biisa bala, bõe la toogo, bu-zẽmba ka maand boto sɩda? 48 Yãmb me modg n yɩ sõma wa y yĩngr Ba wã sẽn ya sõmb zãngã.|99
wavs/audio_35.wav|Gũus-y n da maan y tʋʋm sõma neb a taaba taoore nagr yĩng bal ye. Ka rẽ y kõn paam dolbo y Ba sẽn be arzãna nengẽ ye. 2Fo sã n na n yols ned nimbãanega bɩ f ra yi n moon yɩnga wa ninsaan-kazukem kẽere sẽn maand pʋʋsg rotẽ la sotiisẽ n baood neb pẽgr ye, tɩ m togsd-y la vẽenega, bãmb dãmb zoe n paama b rolbo. 3Fo sã n dat n yols ned nimbãanega bɩ f ra sak tɩ f goabg bãng f rɩtg sẽn maand bũmb ning ye. 4Woto ned kõn bãng fo sẽn maan-a ye la f Ba Sõng sẽn ne likẽ wã na rol-fo.|99
wavs/audio_36.wav|Y sã pʋʋsdẽ bɩ y ra maan wa zãmb rãmba sẽn maanda ye; bãmb sã n na n pʋʋse, b baooda zĩig ning neb wʋsg sẽn tõe n yãend-ba, pʋʋsg roto la sobadse. M yet-y lame tɩ b zoe n paama b rolbo. 6Fo sã n pʋʋsdẽ bɩ f kẽ f roogẽ n lɛɛg n pag f kʋɩlenga la f pʋʋs f Ba, lillẽ, tɩ f Ba sẽn ne likẽ wã na rol-fo. 7Y pʋʋsg pʋgẽ bɩ y ra baam wala bu-zẽmba ye; b tẽedame tɩ b sã n gomd n pa yɛɛdẽ la Wẽnd kelgd b pʋʋsgo. 8Da maan-y wa bãmb bada, tɩ y Ba zoe n mii y sẽn tar bũmb ning tʋʋmde tɩ y nan ka yaag y noor ye. 9Dẽ yĩngã pʋʋs-y woto:|99
wavs/audio_37.wav|‹Tõnd Ba sẽn be arzãnẽ, y yʋʋr paam pẽgre, 10tɩ y Rĩung yalse, tɩ b maan y yam tẽng zug, wẽnd b sẽn maand arzãna. 11Kõ-y tõnd dũnna d beoog-beoog fãa rɩɩbo. 12Kõ-y tõnd d yel-wẽna sugri wẽnd d sẽn kõt d taab sugri, 13la y ra bas tɩ d lʋɩ kʋɩɩbg pʋgẽ ye la y fãgd-d wẽnem soaba nugẽ.›|99
wavs/audio_38.wav|N-ye! Yãmb sã n kõ y taab sugri, y Ba sẽn be arzãna me na kõ yãmb sugri. 15 La yãmb sã n pa kõ y taab sugri, y Ba wã me kõn bas-y taal ye.|99
wavs/audio_39.wav|Y sã n loet y noor bɩ y ra gãnem y neng wa zãmb rãmba sẽn maanda ye; b takda b nenga tɩ neba tõog n yãe tɩ b sɩd maanda no-loeere. M yet-y lame tɩ b zoe n paama b rolbo. 17Fo sã n loet f noore bɩ f zɛ f zug kaam la f pek f nenga, 18woto ned kõn bãng tɩ f loee noore sã n ka f Ba wã bal sẽn yɛs lillẽ wã, la bãmb sẽn ne likẽ wã na rol-fo.|99
wavs/audio_40.wav|Tẽng zug ka, bɩ y ra tigs arzɛk ye tɩ bugd la zũnzũur dɩtame, tɩ wagdb pood roto n zuuda. 20Tigs-y y arzɛka arzãnẽ, tɩ be, bugd la zũnzũur ka n dɩtẽ ye la wagdb me ka pood n zuud ye. 21F arzɛk sẽn be zĩig ninga, be me la f sũura na n zĩndi.|99
wavs/audio_41.wav|Nif la yĩnga fitila. Fo nif sã n ya sõmbo, fo yĩnga fãa bee vẽenemẽ. 23La f nif sã n sãame, f yĩnga zãng bee likẽ. Fo vẽenem sã n lebg lika, fo lik yɩta a wãna?|99
wavs/audio_42.wav|Ned ka tõe n maan zu-soaben-dãmb a yiib raab ye, f na kisga a ye, n nong a ye, f na n basa a ye n tũ a ye. Yãmb me ka tõe n pʋg Wẽnnaam la y pʋg Ligd ye.|99
wavs/audio_43.wav|Yaa rẽ yĩng la m yet-y: da bʋ-y y vɩɩma poorẽ, n sokd-y y sẽn na n dɩ bũmb ning ye; la y ra bʋ y yĩnga poorẽ n sokd-y y sẽn na n yeelg fuug ning ye. Vɩɩma ka yɩɩd dɩɩbo la yĩnga ka são fuugu? 26Ges-y luiili sẽn yɩgd yĩngri: b ka bʋte, b ka kẽebde, b ka suiid baoorẽ ye, la y Ba sẽn be arzãna dɩlgd-b lame. Yãmb pa yɩɩd bãmb sɩda? 27Yãmb sʋka ãnda n tõe n zĩnd n bʋ n paas a vɩɩma woglem kãntɩɩg a ye? 28La fut poorẽ, bõe yĩng la y na n bʋ?|99
wavs/audio_44.wav|Da sũk-y beoog poorẽ tɩ beoog na baoo a rẽnna. Daar fãa ne a zɩɩbo, sekd-a lame.|99
wavs/audio_45.wav|Da kao-y y taab bʋʋdo tɩ b kõn kao y me bʋʋd ye. 2 Y sẽn kaood y taab bʋʋda toto, boto me la b na n kao yãmb bʋʋdo. Makr ning y sẽn makd n kõt y taaba, makr kãng me n yɩt yãmb dẽnna. 3Bõe tɩ f get mooga sẽn be f to nifẽ? Fo yaool n ka ne ra-giiga sẽn be f nifẽ ye. 4Fo na n yɩɩ wãna n yeel f to: ‹Yaas tɩ m yiis moogo f nifẽ,› tɩ ra-giig yaool n be f rẽnnẽ? 5Zãmb soaba, deng n yiis ra-giiga f nifẽ tɩ f na tõog marsã n yãe moogã n yãk f to nifẽ.|99
wavs/audio_46.wav|Da rɩk-y maand nemd n kõ baag ye, da rɩk-y kĩndfu n lob kurkuy taoor ye: b wat n tab-a lame n yaool n lɛɛg n kẽ yãmba, n na n wãb yãmb.|99
wavs/audio_47.wav|Kos-y tɩ b na kõ-y, bao-y tɩ y na yãe. Kabs-y tɩ b na pak tɩ y kẽ. 8Sẽn kota n paamde, sẽn baooda n yãete, sẽn kabsda la b pakda. 9Yãmb sʋka ãnd n be t'a biig sã n kos-a buri bɩ a kõ-a kugri? 10Ka rɩll bɩ a kos-a kʋɩl-zẽoogo t'a kõ-a waafo? 11Dɩlla yãmb ne y wẽnema, y sã n mii y kamb bõn-sõma kũuni, bãng-y tɩ Ba Sõng na maan neere n yɩɩd ne neb niyns sẽn bõsd-b bãmba. 12  Yãmb sẽn dat tɩ y taab maan bũmb ninga y yĩnga, bɩ y maan boto ne y taaba: dẽ n be Noora sebrẽ la bãngdba me rẽnnẽ.|99
wavs/audio_48.wav|Ka sẽn boond-a maam: ‹Soaala, Soaala,› n kẽed arzãn ye, yaa sẽn maand-a m Ba sẽn be arzãna yamleoogo. 22Wʋsg wat n yeela maam daar a ye: ‹Soaala, Soaala, tũu ne yãmb maasem tɩ d paam n wilg sẽn na n yaool n wa, la d dig sʋtãamba, la d maan bõn-bãna.› 23 La m kõn zoe b nif n leok-b ye: ‹Mam zɩ n bãng yãmb ye, yi-y m taoore, tʋʋm yood dãmba!› 24Ned ninga sẽn na n kelg goam niyns m sẽn togs mars marsã la a maand boto, m tõe n mak-a la ne sɩlem soaba sẽn me a roog kugr kegemd zugu.|99
wavs/audio_49.wav|Saag niime, koom fõdame, sob-raoog yikame tɩ b fãa tãag-a la a pa lʋɩ ye, b sẽn me-a kugra zug yĩnga. 26Ned ning me sẽn wʋmd-a mam koɛɛga la a pa maand wa m sẽn datã, b tõe n maka yẽ soab ne gãeenga sẽn me a roog bĩsr zugu. 27Saag niime, koom waa ne pãnga, sob-raoog yikame tɩ b tãag-a la a lʋɩɩme la a wãab ka yɩ bilfr ye!» 28A Zezi sẽn gom n sɛ, la zãma wã sẽn wẽ siri b karenga poorẽ; sɩda a Zezi pa gomd wa sẽn karen-ba-n-sika ye, 29 b gomda wa naab sẽn gomd ne a soolem dãmba.|99
wavs/audio_50.wav|A Zezi siga tãngã tɩ neb wʋsg sɩng b pʋgbo. 2Yĩng soab a ye n waa n wõgemd b taoore n yeel-ba: «Yãmb sã n dat waa, m Soaala, y tõe n sãoog-m lame.» 3B tẽega b nus n sɩɩs-a n yetẽ: «Sãoog tɩ m nonga rẽ.» Wakat kãng bala a yĩnga yɩlgame. 4 T'a Zezi na n yeel-a: «Sõng n da gom tɩ neb wʋm ye, kẽng tɩ maan-kʋʋda yãend-fo la f kɩs kũun ning a Moyiiz sẽn yet tɩ b kɩs a soaba tɩ yɩ f sãoogr kaseto.»|99
wavs/audio_51.wav|B sẽn kẽ Kafarnaom tẽnga la tãnsoab a ye sẽn bʋʋg-ba n na n kos-b bũmbu. A yeelame: 6«Soaala, m dakõor n gãe yiri, a nus la a nao kiime la a namsda wʋsgo.» 7A Zezi yeel-a lame: «M na kẽng n tɩ sãoog-a!» 8Tãnsoaba leokame: «Soaala, m zema bõe tɩ y na n kẽ m zakẽ? Yeel-y gomd a ye bala tɩ m dakõora na sãooge. 9Ade, maam ne m sẽn pa na-kãsengã, m soo tãb-biisi, m sã n yeel a ye: kẽnge! A kẽngdame, m sã n yeel a to: wa! A watame; m sã n yeel m dakõorã: maan woto! A maandame.» 10A Zezi wʋma gomdã la kẽ-la b sũurẽ tɩ b yeel b poorẽ dãmba:|99
